20190102,0.0,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,MSFT,MU,NFLX
20190103,0.0,AMZN,BA,BAC,GOOGL,INTC,JPM,MU,NFLX
20190104,0.0,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA,TSLA
20190107,0.0,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA,TSLA
20190108,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA,TSLA
20190109,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA,TSLA
20190110,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA,TSLA
20190111,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NVDA,TSLA
20190114,1.0,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA,TSLA
20190115,1.0,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NVDA,TSLA
20190116,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NVDA,TSLA
20190117,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NVDA,TSLA
20190118,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA
20190122,1.0,AAPL,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA
20190123,1.0,AAPL,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA
20190124,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA
20190125,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,JPM,FB,MSFT,MU,NFLX,NVDA
20190128,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,JPM,FB,MSFT,MU,NFLX
20190129,1.0,AAPL,BA,BABA,BAC,GOOGL,JPM,FB,MSFT,MU
20190130,1.0,AAPL,AMD,BA,BABA,BAC,GOOGL,JPM,FB,MSFT,MU
20190131,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,JPM,FB,MSFT,MU
20190201,1.0,AAPL,AMD,BA,BABA,BAC,GOOGL,JPM,FB,MU,NFLX,TSLA
20190204,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA,TSLA
20190205,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA,TSLA
20190206,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA,TSLA
20190207,1.0,AAPL,AMD,AMZN,BA,BABA,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,TSLA
20190208,1.0,AAPL,AMD,AMZN,BABA,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA,TSLA
20190211,1.0,AAPL,AMD,AMZN,BABA,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA,TSLA
20190212,1.0,AAPL,AMD,AMZN,BABA,GOOGL,INTC,JPM,FB,MSFT,MU,NFLX,NVDA,TSLA
20190213,1.0,AAPL,BA,BABA,GOOGL,INTC,FB,MSFT,MU,NFLX,NVDA,TSLA
20190214,1.0,AAPL,BA,BAC,GOOGL,INTC,FB,MSFT,MU,NFLX,NVDA,TSLA
20190215,1.0,AAPL,BA,GOOGL,INTC,FB,MSFT,MU,NFLX,NVDA
20190219,1.0,AAPL,AMD,BA,BABA,BAC,GOOGL,INTC,MSFT,MU,NFLX,NVDA
20190220,1.0,AAPL,AMD,BA,BAC,GOOGL,INTC,MSFT,MU,NFLX,NVDA
20190221,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,INTC,MSFT,MU,NFLX,NVDA
20190222,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,MSFT,MU,NFLX,NVDA
20190225,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,MSFT,MU,NFLX,NVDA
20190226,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,GOOGL,INTC,JPM,MSFT,MU,NFLX,NVDA
20190227,1.0,AAPL,AMD,AMZN,BA,BABA,BAC,INTC,JPM,MSFT,MU,NFLX,NVDA,TSLA
